Document	Subdoc	WordId	WordForm	ChangedAttrib	NewValue	OldValue	Relevant
0085-004	650	1	σὺ	postag	p2s---cn-	p-s---mn-	
0085-004	650	1	σὺ	relation	SBJ	ExD	
0085-004	650	2	δ’	postag	d--------	g--------	
0085-004	650	3	αὐτὸς	postag	p-s---mn-	a-s---mn-	
0085-004	650	3	αὐτὸς	relation	ADV	ATV	
0085-004	650	4	ἤδη	relation	ADV	AuxY	
0085-004	650	6	τίνα	postag	p-s---ca-	p-s---ma-	
0085-004	650	7	πέμπειν	relation	OBJ	SBJ	
0085-004	653-655	3	τε	postag	b--------	g--------	
0085-004	653-655	4	καὶ	postag	b--------	c--------	
0085-004	653-655	8	,	relation	AuxX	APOS	
0085-004	653-655	8	,	head	0	16	
0085-004	653-655	13	γένος	relation	ExD	ExD_AP	
0085-004	653-655	13	γένος	head	16	8	
0085-004	653-655	15	[1]	lemma	_	/	
0085-004	653-655	15	[1]	relation	APOS	ExD_AP	
0085-004	653-655	15	[1]	head	13	8	
0085-004	653-655	16	[0]	lemma	_	/	
0085-004	656	4	δὴ	postag	d--------	g--------	
0085-004	656	9	[0]	lemma	_	/	
0085-004	657-658	3	τε	postag	b--------	g--------	
0085-004	657-658	6	τ’	postag	b--------	g--------	
0085-004	657-658	10	μὴ	postag	d--------	c--------	
0085-004	657-658	11	καὶ	postag	d--------	c--------	
0085-004	659-661	2	δὲ	postag	d--------	g--------	
0085-004	659-661	3	κάρτα	relation	ADV	AuxZ	
0085-004	659-661	6	λέγω	relation	ExD	PRED_PA	
0085-004	659-661	12	τελεῖ	relation	OBJ	OBJ_AP	
0085-004	659-661	12	τελεῖ	head	0	13	
0085-004	659-661	13	,	relation	AuxX	APOS	
0085-004	659-661	14	εἴ	head	12	13	
0085-004	659-661	16	κατάξει	relation	APOS	OBJ_AP	
0085-004	659-661	26	[0]	lemma	_	/	
0085-004	662-663	2	δ’	postag	d--------	g--------	
0085-004	662-663	5	παῖς	postag	n-s---cn-	n-s---fn-	
0085-004	662-663	5	παῖς	relation	SBJ	SBJ_AP	
0085-004	662-663	5	παῖς	head	8	19	
0085-004	662-663	6	παρθένος	postag	a-s---fn-	n-s---fn-	
0085-004	662-663	7	δίκη	form	δίκη	Δίκη	
0085-004	662-663	7	δίκη	relation	APOS	SBJ_AP	
0085-004	662-663	7	δίκη	head	5	19	
0085-004	662-663	10	ἐκείνου	postag	p-s---mg-	a-s---mg-	
0085-004	662-663	11	καὶ	postag	b--------	c--------	
0085-004	662-663	15	ἂν	postag	d--------	g--------	
0085-004	664-667	3	τε	postag	b--------	g--------	
0085-004	664-667	10	τ’	postag	b--------	g--------	
0085-004	664-667	15	τ’	postag	b--------	g--------	
0085-004	664-667	17	πω	postag	d--------	g--------	
0085-004	664-667	20	τ’	postag	b--------	g--------	
0085-004	664-667	26	δίκη	form	δίκη	Δίκη	
0085-004	664-667	27	προσεῖδε	lemma	προσοράω	προσεῖδον	
0085-004	664-667	28	καὶ	postag	b--------	c--------	
0085-004	668-669	1	οὐ	postag	d--------	g--------	
0085-004	668-669	2	δ’	postag	d--------	g--------	
0085-004	668-669	2	δ’	relation	AuxY	AuxZ	
0085-004	668-669	5	μὴν	postag	d--------	g--------	
0085-004	668-669	10	αὐτῷ	postag	p-s---md-	a-s---md-	
0085-004	670-671	2	δῆτ’	head	4	1	
0085-004	670-671	3	ἂν	postag	d--------	g--------	
0085-004	670-671	7	δίκη	form	δίκη	Δίκη	
0085-004	672-673	1	τούτοις	postag	p-p---nd-	a-p---nd-	
0085-004	672-673	3	εἶμι	lemma	ἔρχομαι	εἶμι	
0085-004	672-673	4	καὶ	postag	b--------	c--------	
0085-004	672-673	6	αὐτός	postag	p-s---mn-	a-s---mn-	
0085-004	672-673	6	αὐτός	relation	ADV	AtvV	
0085-004	673	1	τίς	postag	p-s---cn-	a-s---mn-	
0085-004	673	2	ἄλλος	postag	p-s---mn-	a-s---mn-	
0085-004	673	3	μᾶλλον	lemma	μάλα	μᾶλλον	
0085-004	673	3	μᾶλλον	postag	d-------c	d--------	
0085-004	673	3	μᾶλλον	relation	ADV	AuxZ	
0085-004	673	6	[0]	lemma	_	/	
0085-004	674-675	2	τ’	postag	b--------	g--------	
0085-004	674-675	3	ἄρχων	relation	ADV	AtvV	
0085-004	674-675	4	καὶ	postag	b--------	c--------	
0085-004	674-675	6	κάσις	relation	ADV	AtvV	
0085-004	674-675	8	ἐχθρὸς	relation	ADV	AtvV	
0085-004	674-675	13	[0]	lemma	_	/	
0085-004	674-675	14	[1]	lemma	_	/	
0085-004	675-676	4	κνημῖδας	relation	OBJ	OBJ_AP	
0085-004	675-676	4	κνημῖδας	head	1	5	
0085-004	675-676	5	,	relation	AuxX	APOS	
0085-004	675-676	5	,	head	0	1	
0085-004	675-676	7	καὶ	postag	b--------	c--------	
0085-004	675-676	9	προβλήματα	relation	APOS	OBJ_AP	
0085-004	675-676	9	προβλήματα	head	4	5	
0085-004	677-678	1	μή	postag	d--------	c--------	
0085-004	677-678	2	,	head	3	5	
0085-004	677-678	3	φίλτατ’	lemma	φίλος	φίλτατος	
0085-004	677-678	3	φίλτατ’	postag	a-s---mvs	a-s---mv-	
0085-004	677-678	3	φίλτατ’	relation	ExD	ExD_AP	
0085-004	677-678	3	φίλτατ’	head	9	5	
0085-004	677-678	5	,	relation	AuxX	APOS	
0085-004	677-678	5	,	head	0	9	
0085-004	677-678	7	τέκος	relation	APOS	ExD_AP	
0085-004	677-678	7	τέκος	head	3	5	
0085-004	677-678	8	,	head	3	5	
0085-004	677-678	14	αὐδωμένῳ	relation	ADV	OBJ	
0085-004	679-680	10	[0]	lemma	_	/	
0085-004	680	2	γὰρ	postag	d--------	g--------	
0085-004	680	5	[0]	lemma	_	/	
0085-004	681-682	2	δ’	postag	d--------	g--------	
0085-004	681-682	15	[0]	lemma	_	/	
0085-004	683-684	4	τις	postag	p-s---cn-	p-s---mn-	
0085-004	684	2	γὰρ	postag	d--------	g--------	
0085-004	684	5	τεθνηκόσι	lemma	θνῄσκω	θνήσκω	
0085-004	684	7	[0]	lemma	_	/	
0085-004	685	2	δὲ	postag	d--------	g--------	
0085-004	685	6	ἐρεῖς	lemma	λέγω	ἐρῶ	
0085-004	685	8	[0]	lemma	_	/	
0085-004	687-688	2	δ’	postag	d--------	g--------	
0085-004	689-691	7	,	relation	AuxX	AuxZ	
0085-004	689-691	8	ἴτω	lemma	ἔρχομαι	εἶμι	
0085-004	689-691	12	κωκυτοῦ	form	κωκυτοῦ	Κωκυτοῦ	
0085-004	689-691	18	Λαΐου	lemma	Λάϊος	Λάιος	
0085-004	695-697	2	γὰρ	postag	d--------	g--------	
0085-004	695-697	4	μοι	postag	p1s---cd-	p-s---md-	
0085-004	695-697	15	πρότερον	postag	a-s---nac	a-s---na-	
0085-004	699-701	3	εἶσι	lemma	ἔρχομαι	εἶμι	
0085-004	702-703	2	μὲν	postag	d--------	g--------	
0085-004	702-703	4	πως	postag	d--------	g--------	
0085-004	702-703	8	δ’	postag	b--------	g--------	
0085-004	702-703	10	ἡμῶν	postag	p1p---cg-	p-p---mg-	
0085-004	704	2	οὖν	postag	d--------	g--------	
0085-004	704	2	οὖν	relation	AuxY	AuxZ	
0085-004	704	4	ἂν	postag	d--------	g--------	
0085-004	705	2	ὅτε	relation	AuxC	AuxP	
0085-004	705	3	σοι	postag	p2s---cd-	p-s---md-	
0085-004	705	6	[0]	lemma	_	/	
0085-004	708	2	δ’	postag	d--------	g--------	
0085-004	709	2	γὰρ	postag	d--------	g--------	
0085-004	710-711	1	ἄγαν	relation	ADV	AuxZ	
0085-004	710-711	2	δ’	postag	d--------	g--------	
0085-004	710-711	6	ὄψεις	relation	SBJ	SBJ_AP	
0085-004	710-711	6	ὄψεις	head	12	7	
0085-004	710-711	7	,	relation	AuxX	APOS	
0085-004	710-711	7	,	head	0	12	
0085-004	710-711	10	δατήριοι	relation	APOS	SBJ_AP	
0085-004	710-711	10	δατήριοι	head	6	7	
0085-004	710-711	12	[0]	lemma	_	/	
0085-004	712	4	καίπερ	postag	d--------	g--------	
0085-004	712	4	καίπερ	relation	AuxZ	AuxC	
0085-004	712	4	καίπερ	head	6	1	
0085-004	712	6	στέργων	head	1	4	
0085-004	712	7	ὅμως	postag	d--------	c--------	
0085-004	713	2	ἂν	postag	d--------	g--------	
0085-004	713	5	τις	postag	p-s---cn-	p-s---fn-	
0085-004	713	7	[0]	lemma	_	/	
0085-004	713	1	οὐ	postag	d--------	g--------	
0085-004	713	2	δὲ	postag	d--------	g--------	
0085-004	713	4	μακράν	lemma	μακρός	μακράν	
0085-004	713	6	[0]	lemma	_	/	
0085-004	715	2	τοί	postag	d--------	g--------	
0085-004	715	3	μ’	postag	p1s---ca-	p-s---ma-	
0085-004	716	2	γε	postag	d--------	g--------	
0085-004	716	2	γε	relation	AuxZ	AuxY	
0085-004	716	3	μέντοι	postag	d--------	g--------	
0085-004	716	3	μέντοι	relation	AuxY	AuxZ	
0085-004	716	4	καὶ	postag	d--------	c--------	
0085-004	717	4	τοῦτο	postag	p-s---na-	a-s---na-	
0085-004	719	1	θεῶν	relation	SBJ	ATR	
0085-004	719	4	ἂν	postag	d--------	g--------	
0085-004	720-725	4	θεόν	relation	SBJ	SBJ_AP	
0085-004	720-725	4	θεόν	head	15	9	
0085-004	720-725	7	θεοῖς	relation	ADV	OBJ	
0085-004	720-725	8	ὁμοίαν	lemma	ὅμοιος	ὁμοῖος	
0085-004	720-725	9	,	relation	AuxX	APOS	
0085-004	720-725	9	,	head	0	15	
0085-004	720-725	14	Ἐρινὺν	relation	APOS	SBJ_AP	
0085-004	720-725	14	Ἐρινὺν	head	4	9	
0085-004	726	2	δ’	postag	d--------	g--------	
0085-004	726	2	δ’	relation	AuxY	COORD	
0085-004	726	2	δ’	head	5	0	
0085-004	726	5	ὀτρύνει	relation	PRED	PRED_CO	
0085-004	726	5	ὀτρύνει	head	0	2	
0085-004	727-733	1	ξένος	postag	a-s---mn-	n-s---mn-	
0085-004	727-733	1	ξένος	relation	SBJ	SBJ_AP	
0085-004	727-733	1	ξένος	head	4	13	
0085-004	727-733	2	δὲ	postag	d--------	g--------	
0085-004	727-733	5	,	head	1	13	
0085-004	727-733	8	ἄποικος	relation	APOS	SBJ_AP	
0085-004	727-733	8	ἄποικος	head	1	13	
0085-004	727-733	9	,	head	1	13	
0085-004	727-733	11	χρηματοδαίτας	relation	APOS	SBJ_AP	
0085-004	727-733	11	χρηματοδαίτας	head	1	13	
0085-004	727-733	13	,	relation	AuxX	APOS	
0085-004	727-733	13	,	head	0	4	
0085-004	727-733	14	ὠμόφρων	postag	a-s---mn-	n-s---mn-	
0085-004	727-733	15	σίδαρος	relation	APOS	SBJ_AP	
0085-004	727-733	15	σίδαρος	head	1	13	
0085-004	727-733	22	καὶ	postag	d--------	c--------	
0085-004	727-733	28	πεδίων	relation	ADV	ATR	
0085-004	727-733	29	ἀμοίρους	relation	ADV	AtvV	
0085-004	727-733	31	[0]	lemma	_	/	
0085-004	734-739	2	δ’	postag	d--------	g--------	
0085-004	734-739	3	ἂν	postag	d--------	g--------	
0085-004	734-739	5	αὐτοδάικτοι	lemma	αὐτοδάϊκτος	αὐτοδάικτος	
0085-004	734-739	5	αὐτοδάικτοι	relation	ADV	AtvV	
0085-004	734-739	6	θάνωσι	lemma	θνῄσκω	θνήσκω	
0085-004	734-739	8	καὶ	postag	b--------	c--------	
0085-004	734-739	9	γαΐα	postag	n-s---fn-	---------	
0085-004	734-739	15	,	relation	AuxX	AuxC	
0085-004	734-739	16	τίς	postag	p-s---cn-	p-s---mn-	
0085-004	734-739	17	ἂν	postag	d--------	g--------	
0085-004	734-739	21	τίς	postag	p-s---cn-	p-s---mn-	
0085-004	734-739	22	ἄν	postag	d--------	g--------	
0085-004	734-739	23	σφε	postag	p3p---ca-	p-p---ma-	
0085-004	742-743	2	γὰρ	postag	d--------	g--------	
0085-004	744	2	δ’	postag	d--------	g--------	
0085-004	750-756	2	δ’	postag	d--------	g--------	
0085-004	750-756	6	ἐγείνατο	lemma	γίγνομαι	γείνομαι	
0085-004	750-756	6	ἐγείνατο	postag	v3saim---	v3sai----	
0085-004	750-756	7	μὲν	postag	d--------	g--------	
0085-004	750-756	8	μόρον	relation	OBJ	OBJ_AP	
0085-004	750-756	8	μόρον	head	6	10	
0085-004	750-756	9	αὑτῷ	postag	p-s---md-	a-s---md-	
0085-004	750-756	10	,	relation	AuxX	APOS	
0085-004	750-756	10	,	head	0	6	
0085-004	750-756	12	Οἰδιπόδαν	relation	APOS	OBJ_AP	
0085-004	750-756	12	Οἰδιπόδαν	head	8	10	
0085-004	750-756	17	σπείρας	relation	ADV	ATV	
0085-004	750-756	18	ἄρουραν	relation	OBJ	OBJ_AP	
0085-004	750-756	18	ἄρουραν	head	17	22	
0085-004	750-756	22	,	relation	AuxX	APOS	
0085-004	750-756	22	,	head	0	17	
0085-004	750-756	23	ῥίζαν	relation	APOS	OBJ_AP	
0085-004	750-756	23	ῥίζαν	head	18	22	
0085-004	750-756	27	[0]	lemma	_	/	
0085-004	750-756	28	[1]	lemma	_	/	
0085-004	756-757	3	νυμφίους	postag	n-p---ma-	a-p---ma-	
0085-004	758	2	δ’	postag	d--------	g--------	
0085-004	758	3	ὥσπερ	postag	c--------	d--------	
0085-004	758	8	[0]	lemma	_	/	
0085-004	762-763	2	δ’	postag	d--------	g--------	
0085-004	762-763	3	ἀλκὰ	relation	SBJ	SBJ_AP	
0085-004	762-763	3	ἀλκὰ	head	6	7	
0085-004	762-763	7	,	relation	AuxX	APOS	
0085-004	762-763	7	,	head	0	6	
0085-004	762-763	8	πύργος	relation	APOS	SBJ_AP	
0085-004	762-763	8	πύργος	head	3	7	
0085-004	764-765	2	δὲ	postag	d--------	g--------	
0085-004	764-765	5	μὴ	postag	d--------	c--------	
0085-004	766-767	2	γὰρ	postag	d--------	g--------	
0085-004	766-767	8	[0]	lemma	_	/	
0085-004	767-768	2	δ’	postag	d--------	g--------	
0085-004	767-768	2	δ’	relation	AuxY	COORD	
0085-004	767-768	2	δ’	head	6	0	
0085-004	767-768	6	παρέρχεται	relation	PRED	PRED_CO	
0085-004	767-768	6	παρέρχεται	head	0	2	
0085-004	769-771	2	δ’	postag	d--------	g--------	
0085-004	769-771	2	δ’	relation	AuxY	COORD	
0085-004	769-771	2	δ’	head	4	0	
0085-004	769-771	4	φέρει	relation	PRED	PRED_CO	
0085-004	769-771	4	φέρει	head	0	2	
0085-004	772-777	1	τίν’	postag	p-s---ca-	p-s---ma-	
0085-004	772-777	3	γὰρ	postag	d--------	g--------	
0085-004	772-777	7	καὶ	postag	b--------	c--------	
0085-004	772-777	8	ξυνέστιοι	relation	SBJ_CO	SBJ_AP_CO	
0085-004	772-777	8	ξυνέστιοι	head	7	12	
0085-004	772-777	12	τ’	postag	b--------	g--------	
0085-004	772-777	12	τ’	relation	AuxY	APOS	
0085-004	772-777	12	τ’	head	0	7	
0085-004	772-777	13	ἀγὼν	relation	APOS	SBJ_AP_CO	
0085-004	772-777	13	ἀγὼν	head	8	12	
0085-004	772-777	16	ὅσον	postag	p-s---na-	a-s---na-	
0085-004	778-782	2	δ’	postag	d--------	g--------	
0085-004	778-782	4	ἐγένετο	postag	v3saim---	v3sai----	
0085-004	778-782	5	μέλεος	relation	ADV	AtvV	
0085-004	783-784	4	?	relation	AuxK	AuxX	
0085-004	785-790	2	δ’	postag	d--------	g--------	
0085-004	785-790	13	καί	postag	d--------	c--------	
0085-004	785-790	14	σφε	postag	p3p---ca-	p-p---ma-	
0085-004	785-790	18	ποτε	postag	d--------	g--------	
0085-004	790-791	2	δὲ	postag	d--------	g--------	
0085-004	790-791	4	μὴ	postag	d--------	c--------	
0085-004	792	3	παῖδες	postag	n-p---cn-	n-p---mn-	
0085-004	793	4	δούλιον	postag	a-s---na-	a-s---ma-	
0085-004	793	5	ζυγόν	lemma	ζυγόν	ζυγός	
0085-004	793	5	ζυγόν	postag	n-s---na-	n-s---ma-	
0085-004	795-796	2	δ’	postag	d--------	g--------	
0085-004	795-796	2	δ’	relation	AuxY	COORD	
0085-004	795-796	2	δ’	head	12	0	
0085-004	795-796	5	τε	postag	b--------	g--------	
0085-004	795-796	6	καὶ	postag	b--------	c--------	
0085-004	795-796	12	ἐδέξατο	postag	v3saim---	v3sai----	
0085-004	795-796	12	ἐδέξατο	relation	PRED	PRED_CO	
0085-004	795-796	12	ἐδέξατο	head	0	2	
0085-004	797-798	2	δὲ	postag	d--------	g--------	
0085-004	797-798	5	καὶ	postag	b--------	c--------	
0085-004	797-798	9	μονομάχοισι	lemma	μονόμαχος	μονομάχος	
0085-004	799	1	καλῶς	relation	ADV	OBJ	
0085-004	799	4	πλεῖστ’	lemma	πολύς	πλεῖστος	
0085-004	799	4	πλεῖστ’	postag	a-p---nns	a-p---nn-	
0085-004	800-802	2	δ’	postag	d--------	g--------	
0085-004	800-802	15	Λαΐου	lemma	Λάϊος	Λάιος	
0085-004	803	2	δ’	postag	d--------	g--------	
0085-004	803	7	πλέον	lemma	πολύς	πλέος	
0085-004	803	7	πλέον	postag	a-s---nnc	a-s---nn-	
0085-004	804	2	σέσωσται	lemma	σῴζω	σώζω	
0085-004	804-805	2	δ’	postag	d--------	g--------	
0085-004	804-805	5	τίνες	postag	p-p---cn-	p-p---mn-	
0085-004	804-805	7	[0]	lemma	_	/	
0085-004	805	2	δ’	postag	d--------	g--------	
0085-004	805	3	εἶπας	lemma	λέγω	εἶπον	
0085-004		13	[0]	relation	ExD	PRED	
0085-004		13	[0]	head	9	0	
0085-004	808-809	1	οὐ	postag	d--------	g--------	
0085-004	808-809	2	δ’	postag	d--------	g--------	
0085-004	808-809	2	δ’	relation	AuxY	AuxZ	
0085-004	808-809	4	μὴν	postag	d--------	g--------	
0085-004	808-809	10	[0]	lemma	_	/	
0085-004	808-809	10	[0]	relation	ExD	PRED	
0085-004	808-809	10	[0]	head	8	0	
0085-004	809	2	δ’	postag	d--------	g--------	
0085-004	809	3	οὖν	postag	d--------	g--------	
0085-004	809	3	οὖν	relation	AuxY	AuxZ	
0085-004	809	3	οὖν	head	5	2	
0085-004	809	4	ὅμως	postag	d--------	c--------	
0085-004	810	2	τεθνᾶσιν	lemma	θνῄσκω	θνήσκω	
0085-004	811	1	οὕτως	relation	ADV	AuxZ	
0085-004	811	2	ἀδελφαῖς	lemma	ἀδελφός	ἀδελφή	
0085-004	811	2	ἀδελφαῖς	postag	a-p---fd-	n-p---fd-	
0085-004	811	3	χερσὶν	head	5	4	
0085-004	811	5	ἅμα	relation	AuxP	ADV	
0085-004	811	5	ἅμα	head	4	0	
0085-004	812	7	ἄγαν	relation	ADV	AuxZ	
0085-004	813	1	αὐτὸς	postag	p-s---mn-	a-s---mn-	
0085-004	813	2	δ’	postag	d--------	g--------	
0085-004	813	4	δῆτα	relation	AuxZ	AuxY	
0085-004	814	1	τοιαῦτα	postag	p-p---na-	a-p---na-	
0085-004	814	3	καὶ	postag	b--------	c--------	
0085-004	814	5	πάρα	lemma	πάρειμι	παρά	
0085-004	814	5	πάρα	postag	v3ppia---	r--------	
0085-004	815-817	2	μὲν	postag	d--------	g--------	
0085-004	815-817	2	μὲν	head	13	7	
0085-004	815-817	4	πράσσουσαν	relation	ADV	ATV	
0085-004	815-817	5	,	head	13	7	
0085-004	815-817	7	δ’	postag	b--------	g--------	
0085-004	815-817	7	δ’	relation	AuxY	COORD	
0085-004	815-817	7	δ’	head	13	0	
0085-004	815-817	8	ἐπιστάται	relation	SBJ	SBJ_AP	
0085-004	815-817	8	ἐπιστάται	head	13	9	
0085-004	815-817	9	,	relation	AuxX	APOS	
0085-004	815-817	9	,	head	0	13	
0085-004	815-817	11	στρατηγώ	relation	APOS	SBJ_AP	
0085-004	815-817	11	στρατηγώ	head	8	9	
0085-004	815-817	12	,	head	8	9	
0085-004	815-817	13	διέλαχον	relation	PRED	PRED_CO	
0085-004	815-817	13	διέλαχον	head	0	7	
0085-004	815-817	20	[0]	lemma	_	/	
0085-004	815-817	20	[0]	head	7	0	
0085-004	818-819	2	δ’	postag	d--------	g--------	
0085-004	820	2	σέσωσται	lemma	σῴζω	σώζω	
0085-004	820-821	2	δ’	postag	d--------	g--------	
0085-004	820-821	6	γαῖ’	lemma	γῆ	γαῖα	
0085-004	820-821	8	ἀλλήλων	postag	p-p---mg-	a-p---mg-	
0085-004	822-826	4	καὶ	postag	b--------	c--------	
0085-004	822-826	9	δὴ	postag	d--------	g--------	
0085-004	822-826	15	πότερον	lemma	πότερον	πότερος	
0085-004	822-826	15	πότερον	postag	d--------	a-s---na-	
0085-004	822-826	20	?	relation	AuxK	AuxX	
0085-004	822-826	22	.	form	.	. .,	
0085-004	822-826	22	.	postag	u--------	---------	
0085-004	822-826	22	.	relation	AuxK	AuxX	
0085-004	822-826	23	[0]	lemma	_	/	
0085-004	827-830	1	ἢ	postag	b--------	c--------	
0085-004	827-830	1	ἢ	relation	AuxY	COORD	
0085-004	827-830	1	ἢ	head	7	0	
0085-004	827-830	4	καὶ	postag	b--------	c--------	
0085-004	827-830	7	κλαύσω	relation	PRED	PRED_CO	
0085-004	827-830	7	κλαύσω	head	0	1	
0085-004	831-832b	2	δῆτ’	relation	AuxZ	AuxY	
0085-004	831-832b	3	ὀρθῶς	head	5	4	
0085-004	831-832b	6	καὶ	postag	b--------	c--------	
0085-004	831-832b	7	πολυνεικεῖς	relation	ADV_CO	AtvV_CO	
0085-004	833-834	3	καὶ	postag	b--------	c--------	
0085-004	833-834	7	τ’	postag	b--------	g--------	
0085-004	833-834	8	ἀρά	postag	n-s---nv-	n-s---fn-	
0085-004	833-834	11	με	postag	p1s---ca-	p-s---ma-	
0085-004	833-834	14	περιπίτνει	lemma	περιπίπτω	περιπίτνω	
0085-004	835-838	4	θυιὰς	form	θυιὰς	Θυιὰς	
0085-004	835-838	4	θυιὰς	relation	ADV	AtvV	
0085-004	835-838	6	νεκροὺς	postag	a-p---ma-	n-p---ma-	
0085-004	835-838	9	θανόντας	lemma	θνῄσκω	θνήσκω	
0085-004	835-838	9	θανόντας	relation	ADV	ATV	
0085-004		7	[0]	head	0	4	
0085-004	840-841	3	οὐ	postag	d--------	g--------	
0085-004	840-841	4	δ’	postag	b--------	g--------	
0085-004	840-841	5	ἀπεῖπεν	lemma	ἀπολέγω	ἀπεῖπον	
0085-004	842	2	δ’	postag	d--------	g--------	
0085-004	842	2	δ’	relation	AuxY	COORD	
0085-004	842	2	δ’	head	5	0	
0085-004	842	4	Λαΐου	lemma	Λάϊος	Λάιος	
0085-004	842	5	διήρκεσαν	relation	PRED	PRED_CO	
0085-004	842	5	διήρκεσαν	head	0	2	
0085-004	843	2	δ’	postag	d--------	g--------	
0085-004	843	2	δ’	relation	AuxY	COORD	
0085-004	843	2	δ’	head	6	0	
0085-004	843	6	[0]	lemma	_	/	
0085-004	843	6	[0]	relation	PRED	PRED_CO	
0085-004	843	6	[0]	head	0	2	
0085-004		1	ἰὼ	relation	ExD	AuxX	
0085-004	848	8	[0]	lemma	_	/	
0085-004	848	9	[1]	lemma	_	/	
0085-004		4	?	relation	AuxK	AuxX	
0085-004	851	2	φῶ	postag	v1spsa---	v1s-sa---	
0085-004	852-853	1	τί	postag	p-s---nn-	a-p---nn-	
0085-004	852-853	2	δ’	postag	d--------	g--------	
0085-004	852-853	2	δ’	relation	AuxY	COORD	
0085-004	852-853	2	δ’	head	11	0	
0085-004	852-853	3	ἄλλο	postag	p-s---nn-	a-s---nn-	
0085-004	852-853	4	γ’	postag	d--------	g--------	
0085-004	852-853	6	πόνοι	head	5	11	
0085-004	852-853	11	[0]	lemma	_	/	
0085-004	852-853	11	[0]	relation	PRED	PRED_CO	
0085-004	852-853	11	[0]	head	0	2	
0085-004	854-860	36	τε	postag	b--------	g--------	
0085-004	861-863	2	γὰρ	postag	d--------	g--------	
0085-004	861-863	2	γὰρ	relation	AuxY	AuxZ	
0085-004	861-863	2	γὰρ	head	3	1	
0085-004	861-863	4	αἵδ’	relation	SBJ	SBJ_AP	
0085-004	861-863	4	αἵδ’	head	3	16	
0085-004	861-863	6	πρᾶγος	relation	ADV	ADV_AP	
0085-004	861-863	6	πρᾶγος	head	5	12	
0085-004	861-863	9	τ’	postag	b--------	g--------	
0085-004	861-863	10	ἠδ’	postag	b--------	c--------	
0085-004	861-863	10	ἠδ’	head	4	16	
0085-004	861-863	12	,	relation	AuxX	APOS	
0085-004	861-863	12	,	head	0	5	
0085-004	861-863	13	θρῆνον	relation	APOS	ADV_AP	
0085-004	861-863	13	θρῆνον	head	6	12	
0085-004	863-865	4	σφ’	postag	p3p---ca-	p-p---fa-	
0085-004	866-870	1	ἡμᾶς	postag	p1p---ca-	p-p---fa-	
0085-004	866-870	2	δὲ	postag	d--------	g--------	
0085-004	866-870	8	θ’	postag	b--------	g--------	
0085-004	866-870	12	ἀίδα	form	ἀίδα	Ἀίδα	
0085-004	866-870	13	τ’	postag	b--------	g--------	
0085-004	866-870	15	παιᾶν’	lemma	παιάν	Παιάν	
0085-004	866-870	18	[0]	lemma	_	/	
0085-004	879-880	11	[0]	lemma	_	/	
0085-004	886-887	1	κάρτα	relation	ADV	AuxZ	
0085-004	886-887	2	δ’	postag	d--------	g--------	
0085-004	886-887	6	πότνι’	relation	APOS	ATR	
0085-004	888-894	1	δι’	lemma	διά	διό	
0085-004	888-894	1	δι’	postag	r--------	c--------	
0085-004	888-894	3	τετυμμένοι	relation	MWE	AuxY	
0085-004	888-894	9	τε	postag	b--------	g--------	
0085-004	888-894	11	αἰαῖ	relation	ExD	AuxZ	
0085-004	888-894	11	αἰαῖ	head	15	12	
0085-004	888-894	14	αἰαῖ	relation	ExD	AuxZ	
0085-004	888-894	14	αἰαῖ	head	15	18	
0085-004	888-894	15	δ’	postag	b--------	g--------	
0085-004	888-894	20	[0]	lemma	_	/	
0085-004	888-894	21	[1]	lemma	_	/	
0085-004	895-899	1	διανταίαν	relation	ATR	ADV	
0085-004	895-899	1	διανταίαν	head	3	7	
0085-004	895-899	3	[πλαγὰν]	relation	ADV	UNDEFINED	
0085-004	895-899	3	[πλαγὰν]	head	7	0	
0085-004	895-899	5	καὶ	postag	b--------	c--------	
0085-004	895-899	7	πεπλαγμένους	relation	ADV	AtvV	
0085-004	895-899	9	[ἐννέπω]	relation	ExD	UNDEFINED	
0085-004	895-899	9	[ἐννέπω]	head	2	0	
0085-004	895-899	13	τ’	postag	b--------	g--------	
0085-004	900-902	2	δὲ	postag	d--------	g--------	
0085-004	900-902	3	καὶ	postag	d--------	c--------	
0085-004	902-906	3	δ’	postag	b--------	g--------	
0085-004	902-906	6	δι’	lemma	διά	διό	
0085-004	902-906	6	δι’	postag	r--------	c--------	
0085-004	902-906	10	δι’	lemma	διά	διό	
0085-004	902-906	10	δι’	postag	r--------	c--------	
0085-004	902-906	14	[καὶ]	postag	b--------	c--------	
0085-004	902-906	18	[0]	lemma	_	/	
0085-004	907-908	2	δ’	postag	d--------	g--------	
0085-004	907-908	3	ὀξυκάρδιοι	relation	ADV	AtvV	
0085-004	907-908	6	ὥστ’	postag	c--------	d--------	
0085-004	909-910	2	δ’	postag	d--------	g--------	
0085-004	909-910	7	οὐ	postag	d--------	g--------	
0085-004	909-910	8	δ’	postag	b--------	g--------	
0085-004	909-910	12	[0]	lemma	_	/	
0085-004	909-910	13	[1]	lemma	_	/	
0085-004	911-913	1	σιδαρόπλακτοι	relation	ADV	AtvV	
0085-004	911-913	2	μὲν	postag	d--------	g--------	
0085-004	911-913	3	ὧδ’	relation	ADV	OBJ	
0085-004	911-913	6	σιδαρόπλακτοι	relation	ADV	AtvV	
0085-004	911-913	7	δὲ	postag	b--------	g--------	
